Mapped labels: spam->1, ham->0.
Replaced long strings of numbers and dashes with a unique word.
Replaced 5 digit numbers with a unique word.
Replaced monetary amounts with a unique word.
Vectorized data with binary BoW.

Split data.

Performing a grid hyperparameter search with Stratified K-Fold cross validation
      Iter       Train Loss   Remaining Time 
      1000           0.0037            0.00s
Best parameters found: {'learning_rate': 0.1, 'loss': 'log_loss', 'n_estimators': 1000}

Model performance: TRAIN
----------------------
Accuracy: 1.0000
Precision: 1.0000
Recall: 1.0000
F1-score: 1.0000
AUROC: 1.0000

Model performance: TEST
----------------------
Accuracy: 0.9863
Precision: 0.9855
Recall: 0.9107
F1-score: 0.9466
AUROC: 0.9863

Misclassified texts:
40-4752: spam	Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n

103-3954: spam	Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!

161-3530: spam	Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!

252-2823: spam	ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.

274-3141: spam	sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP

384-2804: spam	FreeMsg>FAV XMAS TONES!Reply REAL

517-5568: spam	REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode

565-1430: spam	For sale - arsenal dartboard. Good condition but no doubles or trebles!

664-3642: spam	You can stop further club tones by replying "STOP MIX" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)

726-3302: spam	RCT' THNQ Adrian for U text. Rgds Vatian

759-4086: spam	Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.

885-2247: spam	Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!

1005-1638: spam	0A$NETWORKS allow companies to bill for SMS, so they are responsible for their "suppliers", just as a shop has to give a guarantee on what they sell. B. G.

1107-4141: ham	Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?

1142-751: spam	Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?

1192-2071: spam	Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.

1224-4506: spam	Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a

1243-1460: spam	Bought one ringtone and now getting texts costing 3 pound offering more tones etc

1395-4914: spam	Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.

1425-5: spam	FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv

1545-4775: ham	U repeat e instructions again. Wat's e road name of ur house?

1575-263: ham	MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*

1627-4295: spam	Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA

Saved model: grad_boosted_tree.joblib
         9           0.0867            5.02m
        10           0.0794            5.06m
        20           0.0250            4.93m
        30           0.0126            4.92m
        40           0.0088            4.85m
        50           0.0064            4.82m
        60           0.0048            4.76m
        70           0.0039            4.69m
        80           0.0029            4.65m
        90           0.0022            4.65m
       100           0.0016            4.64m
       200           0.0001            4.04m
       300           0.0000            3.51m
       400           0.0000            2.94m
       500           0.0000            2.41m
       600           0.0000            1.91m
       700           0.0000            1.42m
       800           0.0000           53.51s
       900           0.0000           23.79s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6363            6.34m
         2           0.5564            6.41m
         3           0.4972            6.22m
         4           0.4527            6.04m
         5           0.4171            6.01m
         6           0.3865            5.86m
         7           0.3614            5.75m
         8           0.3397            5.71m
         9           0.3179            5.67m
        10           0.3013            5.64m
        20           0.1932            5.02m
        30           0.1495            4.72m
        40           0.1082            4.59m
        50           0.0881            4.54m
        60           0.0786            4.54m
        70           0.0703            4.51m
        80           0.0653            4.43m
        90           0.0605            4.41m
       100           0.0564            4.42m
       200           0.0329            3.98m
       300           0.0212            3.52m
       400           0.0142            2.99m
       500           0.0097            2.49m
       600           0.0067            1.97m
       700           0.0048            1.48m
       800           0.0034           59.93s
       900           0.0025           30.10s
      1000           0.0018            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4684            4.88m
         2           0.3825            5.07m
         3           0.3314            5.00m
         4           0.2909            5.08m
         5           0.2645            5.06m
         6           0.2410            5.09m
         7           0.2189            5.10m
         8           0.2042            5.15m
         9           0.1919            5.15m
        10           0.1789            5.14m
        20           0.0902            5.05m
        30           0.0517            5.00m
        40           0.0379            4.94m
        50           0.0303            4.88m
        60           0.0257            4.80m
        70           0.0218            4.72m
        80           0.0195            4.59m
        90           0.0165            4.46m
       100           0.0144            4.37m
       200           0.0046            4.17m
       300           0.0020            3.75m
       400           0.0010            3.24m
       500           0.0005            2.71m
       600           0.0002            2.17m
       700           0.0001            1.62m
       800           0.0001            1.08m
       900           0.0000           32.42s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.3182            5.45m
         2           0.2333            5.47m
         3           0.1918            5.23m
         4           0.1662            5.30m
         5           0.1424            5.25m
         6           0.1321            5.27m
         7           0.1163            5.32m
         8           0.1086            5.31m
         9           0.0997            5.28m
        10           0.0918            5.24m
        20           0.0287            5.19m
        30           0.0148            5.18m
        40           0.0103            5.24m
        50           0.0077            5.26m
        60           0.0053            5.22m
        70           0.0040            5.22m
        80           0.0030            5.05m
        90           0.0023            4.89m
       100           0.0017            4.79m
       200           0.0002            4.24m
       300           0.0000            3.50m
       400           0.0000            2.91m
       500           0.0000            2.37m
       600           0.0000            1.87m
       700           0.0000            1.38m
       800           0.0000           53.76s
       900           0.0000           24.61s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6382            5.97m
         2           0.5593            5.62m
         3           0.5002            7.11m
         4           0.4554            7.51m
         5           0.4194            7.56m
         6           0.3895            7.68m
         7           0.3643            7.46m
         8           0.3427            7.74m
         9           0.3232            7.71m
        10           0.3066            7.81m
        20           0.2096            6.87m
        30           0.1592            6.54m
        40           0.1143            6.66m
        50           0.0939            6.75m
        60           0.0841            6.45m
        70           0.0772            6.28m
        80           0.0718            6.32m
        90           0.0654            6.22m
       100           0.0616            6.09m
       200           0.0375            5.67m
       300           0.0249            4.64m
       400           0.0168            3.85m
       500           0.0118            3.12m
       600           0.0082            2.63m
       700           0.0058            1.98m
       800           0.0041            1.31m
       900           0.0029           39.06s
      1000           0.0021            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5758           35.82s
         2           0.4975           36.47s
         3           0.4404           38.44s
         4           0.3974           41.83s
         5           0.3680           45.98s
         6           0.3392           45.41s
         7           0.3213           43.16s
         8           0.3081           42.42s
         9           0.2986           41.25s
        10           0.2893           40.29s
        20           0.2477           34.76s
        30           0.2216           30.61s
        40           0.1971           25.70s
        50           0.1772           21.13s
        60           0.1563           16.98s
        70           0.1399           12.73s
        80           0.1265            8.51s
        90           0.1154            4.25s
       100           0.1041            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5784            4.20m
         2           0.5031            4.81m
         3           0.4476            4.68m
         4           0.4030            4.50m
         5           0.3656            4.33m
         6           0.3379            4.34m
         7           0.3183            4.18m
         8           0.3064            4.11m
         9           0.2983            4.05m
        10           0.2865            4.05m
        20           0.2450            3.58m
        30           0.2203            3.47m
        40           0.1988            3.39m
        50           0.1739            3.29m
        60           0.1590            3.16m
        70           0.1381            3.09m
        80           0.1283            2.99m
        90           0.1145            2.89m
       100           0.1017            2.80m
       200           0.0436            2.02m
       300           0.0199            1.34m
       400           0.0092           40.44s
       500           0.0044            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.3225            7.78m
         2           0.2395            7.70m
         3           0.2019            7.60m
         4           0.1854            7.38m
         5           0.1628            7.32m
         6           0.1530            7.32m
         7           0.1368            7.42m
         8           0.1294            7.37m
         9           0.1160            7.31m
        10           0.1084            7.18m
        20           0.0516            7.88m
        30           0.0160            7.02m
        40           0.0094            6.47m
        50           0.0065            6.63m
        60           0.0048            6.77m
        70           0.0034            6.85m
        80           0.0027            6.91m
        90           0.0019            6.79m
       100           0.0014            6.54m
       200           0.0001            4.96m
       300           0.0000            4.08m
       400           0.0000            3.37m
       500           0.0000            2.74m
       600           0.0000            2.09m
       700           0.0000            1.50m
       800           0.0000           54.35s
       900           0.0000           24.16s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6363           38.75s
         2           0.5564           44.99s
         3           0.4972           43.61s
         4           0.4527           42.10s
         5           0.4171           40.54s
         6           0.3865           38.72s
         7           0.3614           37.44s
         8           0.3397           36.42s
         9           0.3179           35.23s
        10           0.3013           34.20s
        20           0.1932           26.85s
        30           0.1495           21.76s
        40           0.1082           17.90s
        50           0.0881           14.68s
        60           0.0786           11.79s
        70           0.0703            8.91s
        80           0.0653            5.92s
        90           0.0604            2.96s
       100           0.0559            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6369           34.47s
         2           0.5978           31.64s
         3           0.5632           30.38s
         4           0.5323           30.52s
         5           0.5051           31.07s
         6           0.4809           30.78s
         7           0.4572           30.16s
         8           0.4377           30.06s
         9           0.4199           29.62s
        10           0.4033           29.48s
        20           0.3073           25.80s
        30           0.2776           22.30s
        40           0.2639           18.89s
        50           0.2471           15.93s
        60           0.2375           12.59s
        70           0.2260            9.37s
        80           0.2144            6.15s
        90           0.2011            3.07s
       100           0.1931            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6374            2.56m
         2           0.5984            2.47m
         3           0.5637            2.51m
         4           0.5330            2.54m
         5           0.5061            2.54m
         6           0.4816            2.51m
         7           0.4603            2.50m
         8           0.4408            2.48m
         9           0.4220            2.50m
        10           0.4063            2.51m
        20           0.3132            2.55m
        30           0.2862            2.50m
        40           0.2729            2.46m
        50           0.2552            2.41m
        60           0.2454            2.35m
        70           0.2350            2.29m
        80           0.2230            2.21m
        90           0.2141            2.14m
       100           0.2042            2.08m
       200           0.1359            1.52m
       300           0.0954            1.00m
       400           0.0669           29.70s
       500           0.0479            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4684           31.88s
         2           0.3825           31.52s
         3           0.3314           30.13s
         4           0.2909           30.21s
         5           0.2645           29.91s
         6           0.2410           30.18s
         7           0.2189           30.57s
         8           0.2042           31.30s
         9           0.1919           30.88s
        10           0.1789           30.57s
        20           0.0902           27.94s
        30           0.0517           23.16s
        40           0.0379           18.88s
        50           0.0303           16.29s
        60           0.0257           13.15s
        70           0.0218            9.94s
        80           0.0195            6.66s
        90           0.0165            3.34s
       100           0.0144            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4609            6.05m
         2           0.3735            5.51m
         3           0.3181            5.37m
         4           0.2791            5.25m
         5           0.2477            5.40m
         6           0.2223            5.55m
         7           0.2029            5.66m
         8           0.1884            5.75m
         9           0.1728            5.81m
        10           0.1610            5.73m
        20           0.0837            5.68m
        30           0.0563            5.36m
        40           0.0442            5.20m
        50           0.0360            5.08m
        60           0.0299            4.98m
        70           0.0254            4.89m
        80           0.0222            4.81m
        90           0.0191            4.74m
       100           0.0165            4.69m
       200           0.0048            4.15m
       300           0.0019            3.55m
       400           0.0008            3.13m
       500           0.0003            2.64m
       600           0.0001            2.13m
       700           0.0001            1.60m
       800           0.0000            1.07m
       900           0.0000           32.01s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.3182           31.34s
         2           0.2333           32.34s
         3           0.1918           32.32s
         4           0.1628           31.71s
         5           0.1462           30.65s
         6           0.1327           30.03s
         7           0.1241           29.75s
         8           0.1132           29.81s
         9           0.1056           29.47s
        10           0.0979           28.95s
        20           0.0303           25.90s
        30           0.0156           22.50s
        40           0.0108           19.54s
        50           0.0079           16.30s
        60           0.0060           12.97s
        70           0.0044            9.82s
        80           0.0033            6.56s
        90           0.0026            3.33s
       100           0.0020            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.3088            2.88m
         2           0.2357            3.11m
         3           0.1996            3.08m
         4           0.1827            2.99m
         5           0.1585            2.91m
         6           0.1513            2.86m
         7           0.1300            2.85m
         8           0.1186            2.81m
         9           0.1108            2.78m
        10           0.1030            2.80m
        20           0.0399            2.68m
        30           0.0167            2.64m
        40           0.0103            2.57m
        50           0.0075            2.49m
        60           0.0056            2.42m
        70           0.0043            2.35m
        80           0.0032            2.29m
        90           0.0024            2.24m
       100           0.0016            2.18m
       200           0.0001            1.62m
       300           0.0000            1.06m
       400           0.0000           30.41s
       500           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4917            2.20m
         2           0.3902            2.58m
         3           0.3326            2.45m
         4           0.2962            2.35m
         5           0.2670            2.28m
         6           0.2517            2.25m
         7           0.2488            2.23m
         8           0.2459            2.20m
         9           0.2415            2.17m
        10           0.2148            2.18m
        20           0.1747            2.10m
        30           0.1349            2.05m
        40           0.1101            2.00m
        50           0.0884            1.96m
        60           0.0719            1.91m
        70           0.0599            1.86m
        80           0.0471            1.82m
        90           0.0387            1.78m
       100           0.0308            1.73m
       200           0.0059            1.30m
       300           0.0011           50.89s
       400           0.0002           24.57s
       500           0.0001            0.00s
         5           0.2923            2.19m
         6           0.2869            2.17m
         7           0.2723            2.16m
         8           0.2697            2.17m
         9           0.2671            2.14m
        10           0.2645            2.14m
        20           0.2008            2.10m
        30           0.1640            2.03m
        40           0.1318            1.99m
        50           0.1042            1.96m
        60           0.0876            1.90m
        70           0.0744            1.86m
        80           0.0642            1.81m
        90           0.0521            1.77m
       100           0.0446            1.73m
       200           0.0087            1.30m
       300           0.0017           50.85s
       400           0.0004           24.53s
       500           0.0001            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6382            2.67m
         2           0.5593            2.63m
         3           0.5002            3.47m
         4           0.4554            3.63m
         5           0.4194            3.63m
         6           0.3895            3.69m
         7           0.3643            3.60m
         8           0.3427            3.77m
         9           0.3232            3.73m
        10           0.3066            3.76m
        20           0.2096            3.37m
        30           0.1592            3.12m
        40           0.1143            3.18m
        50           0.0939            3.20m
        60           0.0841            3.02m
        70           0.0772            2.91m
        80           0.0718            2.88m
        90           0.0654            2.80m
       100           0.0616            2.70m
       200           0.0377            2.12m
       300           0.0248            1.32m
       400           0.0168           38.50s
       500           0.0117            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4609           26.30s
         2           0.3735           27.15s
         3           0.3181           25.78s
         4           0.2791           25.26s
         5           0.2477           24.87s
         6           0.2223           24.60s
         7           0.2026           24.34s
         8           0.1881           24.15s
         9           0.1724           24.08s
        10           0.1606           23.96s
        20           0.0829           21.04s
        30           0.0570           22.05s
        40           0.0406           22.73s
        50           0.0340           20.95s
        60           0.0276           18.01s
        70           0.0239           14.23s
        80           0.0210            9.18s
        90           0.0177            4.78s
       100           0.0158            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4557            4.40m
         2           0.3689            5.23m
         3           0.3105            5.21m
         4           0.2717            5.13m
         5           0.2435            5.18m
         6           0.2182            5.22m
         7           0.2005            5.17m
         8           0.1786            5.12m
         9           0.1666            5.06m
        10           0.1526            5.00m
        20           0.0763            4.87m
        30           0.0535            4.39m
        40           0.0375            3.89m
        50           0.0299            3.55m
        60           0.0246            3.33m
        70           0.0206            3.14m
        80           0.0180            2.99m
        90           0.0154            2.87m
       100           0.0130            2.78m
       200           0.0040            1.94m
       300           0.0017            1.28m
       400           0.0008           39.80s
       500           0.0003            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5796            3.80m
         2           0.5033            4.63m
         3           0.4485            4.18m
         4           0.4030            4.15m
         5           0.3712            4.09m
         6           0.3430            4.18m
         7           0.3232            4.08m
         8           0.3129            4.00m
         9           0.3015            3.94m
        10           0.2953            3.91m
        20           0.2551            3.55m
        30           0.2281            3.42m
        40           0.2059            3.33m
        50           0.1833            3.27m
        60           0.1647            3.17m
        70           0.1481            3.10m
        80           0.1387            3.00m
        90           0.1243            2.89m
       100           0.1113            2.80m
       200           0.0480            2.03m
       300           0.0225            1.34m
       400           0.0107           40.55s
       500           0.0050            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4955           49.62s
         2           0.3921           42.66s
         3           0.3350           41.75s
         4           0.2962           42.01s
         5           0.2893           42.05s
         6           0.2718           42.06s
         7           0.2572           41.20s
         8           0.2545           39.73s
         9           0.2517           39.68s
        10           0.2350           40.79s
        20           0.1752           38.21s
        30           0.1393           29.98s
        40           0.1091           23.86s
        50           0.0895           20.95s
        60           0.0747           17.29s
        70           0.0595           13.57s
        80           0.0512            9.09s
        90           0.0423            4.46s
       100           0.0358            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4917           28.95s
         2           0.3902           30.08s
         3           0.3326           31.03s
         4           0.2962           30.84s
         5           0.2670           30.42s
         6           0.2517           30.07s
         7           0.2488           29.37s
         8           0.2459           28.76s
         9           0.2415           28.00s
        10           0.2148           27.47s
        20           0.1755           25.61s
        30           0.1366           22.00s
        40           0.1105           18.76s
        50           0.0866           15.55s
        60           0.0714           12.32s
        70           0.0612            9.25s
        80           0.0482            6.15s
        90           0.0381            3.07s
       100           0.0325            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4947           28.40s
         2           0.3924           28.01s
         3           0.3389           29.21s
         4           0.3105           29.87s
         5           0.2923           28.85s
         6           0.2869           27.87s
         7           0.2723           27.63s
         8           0.2697           27.62s
         9           0.2671           27.22s
        10           0.2645           27.55s
        20           0.2008           24.32s
        30           0.1640           20.98s
        40           0.1318           18.01s
        50           0.1037           14.90s
        60           0.0878           12.05s
        70           0.0741            9.08s
        80           0.0613            6.02s
        90           0.0503            3.02s
       100           0.0435            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4955            3.06m
         2           0.3921            3.10m
         3           0.3350            2.81m
         4           0.2962            2.64m
         5           0.2893            2.53m
         6           0.2718            2.51m
         7           0.2572            2.46m
         8           0.2545            2.41m
         9           0.2517            2.43m
        10           0.2350            2.41m
        20           0.1752            2.37m
        30           0.1393            2.28m
        40           0.1091            2.26m
        50           0.0895            2.20m
        60           0.0744            2.16m
        70           0.0596            2.12m
        80           0.0498            2.06m
        90           0.0402            2.01m
       100           0.0347            1.96m
       200           0.0060            1.47m
       300           0.0012           54.89s
       400           0.0002           25.87s
       500           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6363            2.90m
         2           0.5564            2.85m
         3           0.4972            2.90m
         4           0.4527            2.99m
         5           0.4171            3.00m
         6           0.3865            2.90m
         7           0.3614            2.85m
         8           0.3397            2.83m
         9           0.3179            2.81m
        10           0.3013            2.81m
        20           0.1932            2.47m
        30           0.1495            2.28m
        40           0.1082            2.16m
        50           0.0881            2.11m
        60           0.0786            2.06m
        70           0.0703            2.03m
        80           0.0653            1.98m
        90           0.0605            1.94m
       100           0.0564            1.90m
       200           0.0331            1.45m
       300           0.0214           59.72s
       400           0.0143           29.58s
       500           0.0098            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6369            4.83m
         2           0.5978            4.85m
         3           0.5632            4.96m
         4           0.5323            5.01m
         5           0.5051            4.94m
         6           0.4809            4.92m
         7           0.4572            4.95m
         8           0.4377            4.96m
         9           0.4199            4.95m
        10           0.4033            4.97m
        20           0.3073            4.90m
        30           0.2776            4.85m
        40           0.2639            4.82m
        50           0.2471            4.65m
        60           0.2376            4.48m
        70           0.2268            4.34m
        80           0.2147            4.25m
        90           0.2010            4.23m
       100           0.1928            4.20m
       200           0.1231            3.75m
       300           0.0838            3.43m
       400           0.0576            2.98m
       500           0.0410            2.49m
       600           0.0294            1.99m
       700           0.0215            1.49m
       800           0.0157            1.01m
       900           0.0115           30.48s
      1000           0.0086            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5796            5.51m
         2           0.5033            5.90m
         3           0.4485            5.67m
         4           0.4030            5.60m
         5           0.3712            5.54m
         6           0.3430            5.51m
         7           0.3232            5.50m
         8           0.3129            5.49m
         9           0.3015            5.52m
        10           0.2953            5.50m
        20           0.2551            5.41m
        30           0.2281            5.31m
        40           0.2059            5.26m
        50           0.1833            5.18m
        60           0.1647            5.11m
        70           0.1481            5.05m
        80           0.1387            4.98m
        90           0.1243            4.92m
       100           0.1113            4.87m
       200           0.0487            4.26m
       300           0.0220            3.70m
       400           0.0104            3.17m
       500           0.0051            2.65m
       600           0.0025            2.12m
       700           0.0012            1.58m
       800           0.0006            1.03m
       900           0.0003           30.41s
      1000           0.0002            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4999            2.03m
         2           0.4017            2.06m
         3           0.3426            2.13m
         4           0.3059            2.12m
         5           0.2955            2.13m
         6           0.2784            2.12m
         7           0.2668            2.13m
         8           0.2642            2.13m
         9           0.2616            2.12m
        10           0.2590            2.12m
        20           0.1881            2.09m
        30           0.1470            2.03m
        40           0.1241            1.99m
        50           0.1064            1.94m
        60           0.0898            1.89m
        70           0.0710            1.85m
        80           0.0607            1.81m
        90           0.0537            1.76m
       100           0.0445            1.72m
       200           0.0103            1.29m
       300           0.0024           50.16s
       400           0.0006           24.19s
       500           0.0001            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6381            7.22m
         2           0.5568            7.23m
         3           0.5000            6.87m
         4           0.4554            6.57m
         5           0.4184            6.32m
         6           0.3881            6.21m
         7           0.3626            6.15m
         8           0.3408            6.08m
         9           0.3215            6.00m
        10           0.3034            5.91m
        20           0.2018            5.25m
        30           0.1534            4.84m
        40           0.1189            4.63m
        50           0.0977            4.53m
        60           0.0875            4.46m
        70           0.0806            4.45m
        80           0.0734            4.42m
        90           0.0657            4.34m
       100           0.0609            4.36m
       200           0.0363            3.92m
       300           0.0235            3.43m
       400           0.0157            2.91m
       500           0.0110            2.41m
       600           0.0076            1.91m
       700           0.0054            1.42m
       800           0.0038           57.37s
       900           0.0028           28.91s
      1000           0.0020            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4557            4.87m
         2           0.3689            5.10m
         3           0.3105            4.91m
         4           0.2717            4.90m
         5           0.2435            4.96m
         6           0.2182            4.96m
         7           0.2005            5.00m
         8           0.1786            5.04m
         9           0.1666            5.03m
        10           0.1526            5.03m
        20           0.0763            4.95m
        30           0.0535            4.93m
        40           0.0369            4.87m
        50           0.0302            4.83m
        60           0.0260            4.76m
        70           0.0214            4.70m
        80           0.0184            4.64m
        90           0.0161            4.58m
       100           0.0134            4.52m
       200           0.0040            3.97m
       300           0.0016            3.58m
       400           0.0007            3.13m
       500           0.0003            2.66m
       600           0.0001            2.15m
       700           0.0001            1.60m
       800           0.0000            1.07m
       900           0.0000           32.10s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.3225            2.27m
         2           0.2395            2.51m
         3           0.2019            2.55m
         4           0.1854            2.60m
         5           0.1628            2.61m
         6           0.1530            2.57m
         7           0.1368            2.55m
         8           0.1294            2.55m
         9           0.1160            2.53m
        10           0.1084            2.50m
        20           0.0353            2.47m
        30           0.0174            2.41m
        40           0.0120            2.37m
        50           0.0076            2.32m
        60           0.0053            2.27m
        70           0.0041            2.21m
        80           0.0031            2.16m
        90           0.0022            2.11m
       100           0.0016            2.07m
       200           0.0001            1.53m
       300           0.0000            1.02m
       400           0.0000           29.90s
       500           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5019            2.06m
         2           0.4021            2.19m
         3           0.3455            2.19m
         4           0.3099            2.25m
         5           0.2983            2.26m
         6           0.2792            2.28m
         7           0.2758            2.25m
         8           0.2733            2.23m
         9           0.2708            2.20m
        10           0.2683            2.17m
        20           0.2139            2.17m
        30           0.1745            2.14m
        40           0.1375            2.09m
        50           0.1151            2.05m
        60           0.0976            1.99m
        70           0.0840            1.94m
        80           0.0704            1.89m
        90           0.0577            1.87m
       100           0.0510            1.83m
       200           0.0107            1.37m
       300           0.0026           51.65s
       400           0.0007           24.68s
       500           0.0002            0.00s
         4           0.2962            4.32m
         5           0.2893            4.31m
         6           0.2718            4.32m
         7           0.2572            4.29m
         8           0.2545            4.27m
         9           0.2517            4.28m
        10           0.2350            4.26m
        20           0.1752            4.20m
        30           0.1394            4.14m
        40           0.1098            4.09m
        50           0.0978            4.04m
        60           0.0720            4.00m
        70           0.0578            3.96m
        80           0.0484            3.90m
        90           0.0392            3.85m
       100           0.0323            3.83m
       200           0.0058            3.41m
       300           0.0011            2.87m
       400           0.0002            2.38m
       500           0.0000            1.90m
       600           0.0000            1.44m
       700           0.0000            1.03m
       800           0.0000           39.49s
       900           0.0000           19.13s
      1000           0.0000            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6401            2.69m
         2           0.5630            2.71m
         3           0.5057            3.11m
         4           0.4630            3.14m
         5           0.4278            3.09m
         6           0.3977            3.04m
         7           0.3728            3.00m
         8           0.3489            2.97m
         9           0.3302            2.95m
        10           0.3127            2.94m
        20           0.2116            2.64m
        30           0.1626            2.40m
        40           0.1319            2.26m
        50           0.1031            2.17m
        60           0.0894            2.12m
        70           0.0811            2.09m
        80           0.0750            2.05m
        90           0.0695            1.98m
       100           0.0660            1.97m
       200           0.0410            1.50m
       300           0.0275           59.64s
       400           0.0194           29.47s
       500           0.0135            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.6354            4.54m
         2           0.5944            4.57m
         3           0.5586            4.71m
         4           0.5261            5.38m
         5           0.4979            5.34m
         6           0.4722            5.27m
         7           0.4479            5.18m
         8           0.4273            5.15m
         9           0.4074            5.10m
        10           0.3910            5.08m
        20           0.2930            4.91m
        30           0.2614            4.83m
        40           0.2457            4.73m
        50           0.2301            4.68m
        60           0.2168            4.54m
        70           0.2034            4.40m
        80           0.1923            4.27m
        90           0.1836            4.19m
       100           0.1750            4.16m
       200           0.1093            3.71m
       300           0.0689            3.37m
       400           0.0461            2.93m
       500           0.0310            2.45m
       600           0.0212            1.96m
       700           0.0147            1.47m
       800           0.0104           59.53s
       900           0.0074           30.14s
      1000           0.0052            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.5758            5.09m
         2           0.4975            6.21m
         3           0.4404            6.33m
         4           0.3974            6.22m
         5           0.3680            6.14m
         6           0.3392            5.97m
         7           0.3213            5.85m
         8           0.3081            5.78m
         9           0.2986            5.87m
        10           0.2893            5.98m
        20           0.2477            6.00m
        30           0.2216            5.82m
        40           0.1987            5.52m
        50           0.1781            5.35m
        60           0.1572            5.35m
        70           0.1398            5.25m
        80           0.1264            5.25m
        90           0.1130            5.15m
       100           0.1056            5.08m
       200           0.0415            4.34m
       300           0.0174            3.79m
       400           0.0078            3.24m
       500           0.0034            2.68m
       600           0.0015            2.13m
       700           0.0007            1.58m
       800           0.0003            1.05m
       900           0.0001           30.97s
      1000           0.0001            0.00s
      Iter       Train Loss   Remaining Time 
         1           0.4917            4.53m
         2           0.3902            4.47m
         3           0.3326            4.42m
         4           0.2962            4.40m
         5           0.2670            4.38m
         6           0.2517            4.35m
         7           0.2488            4.30m
         8           0.2459            4.29m
         9           0.2415            4.29m
        10           0.2148            4.26m
        20           0.1747            4.40m
        30           0.1349            4.44m
        40           0.1101            4.39m
        50           0.0884            4.28m
        60           0.0726            4.19m
        70           0.0611            4.17m
        80           0.0472            4.12m
        90           0.0410            4.10m
       100           0.0325            4.08m
       200           0.0060            3.60m
